"gene_id","chr","start","end","width","cpg_oe"
"gene-LOC134700601","NC_086373.1",5099773,5099891,119,1.3334274952919
"gene-LOC134700610","NC_086373.1",5101853,5101971,119,1.3334274952919
"gene-LOC134700616","NC_086373.1",5102115,5102233,119,1.3334274952919
"gene-LOC134700623","NC_086373.1",5104195,5104313,119,1.3334274952919
"gene-LOC134700632","NC_086373.1",5104457,5104575,119,1.3334274952919
"gene-LOC134700643","NC_086373.1",5106537,5106655,119,1.3334274952919
"gene-LOC134700665","NC_086373.1",5106799,5106917,119,1.3334274952919
"gene-LOC134700676","NC_086373.1",5108879,5108997,119,1.3334274952919
"gene-LOC134700687","NC_086373.1",5109141,5109259,119,1.3334274952919
"gene-LOC134700698","NC_086373.1",5112540,5112658,119,1.3334274952919
"gene-LOC134700709","NC_086373.1",5112802,5112920,119,1.3334274952919
"gene-LOC134700720","NC_086373.1",5114882,5115000,119,1.3334274952919
"gene-LOC134700731","NC_086373.1",5115144,5115262,119,1.3334274952919
"gene-LOC134700742","NC_086373.1",5117224,5117342,119,1.3334274952919
"gene-LOC134700753","NC_086373.1",5117486,5117604,119,1.3334274952919
"gene-LOC134700766","NC_086373.1",5119564,5119682,119,1.3334274952919
"gene-LOC134700788","NC_086373.1",5119826,5119944,119,1.3334274952919
"gene-LOC134700799","NC_086373.1",5121906,5122024,119,1.3334274952919
"gene-LOC134700810","NC_086373.1",5122168,5122286,119,1.3334274952919
"gene-LOC134700821","NC_086373.1",5124248,5124366,119,1.3334274952919
"gene-LOC134700832","NC_086373.1",5124510,5124628,119,1.3334274952919
"gene-LOC134700843","NC_086373.1",5126590,5126708,119,1.3334274952919
"gene-LOC134700847","NC_086373.1",5126852,5126970,119,1.3334274952919
"gene-LOC134700852","NC_086373.1",5128932,5129050,119,1.3334274952919
"gene-LOC134700859","NC_086373.1",5129194,5129312,119,1.3334274952919
"gene-LOC134700866","NC_086373.1",5131499,5131617,119,1.3334274952919
"gene-LOC134700880","NC_086373.1",5131761,5131879,119,1.3334274952919
"gene-LOC134700887","NC_086373.1",5133840,5133958,119,1.3334274952919
"gene-LOC134700895","NC_086373.1",5134103,5134221,119,1.3334274952919
"gene-LOC134700900","NC_086373.1",5136183,5136301,119,1.3334274952919
"gene-LOC134700908","NC_086373.1",5136445,5136563,119,1.3334274952919
"gene-LOC134700923","NC_086373.1",5138525,5138643,119,1.3334274952919
"gene-LOC134700930","NC_086373.1",5138787,5138905,119,1.3334274952919
"gene-LOC134700936","NC_086373.1",5140867,5140985,119,1.3334274952919
"gene-LOC134700943","NC_086373.1",5141129,5141247,119,1.3334274952919
"gene-LOC134700951","NC_086373.1",5143209,5143327,119,1.3334274952919
"gene-LOC134700964","NC_086373.1",5143471,5143589,119,1.3334274952919
"gene-LOC134702629","NC_086373.1",5145551,5145669,119,1.3334274952919
"gene-LOC134700971","NC_086373.1",5145813,5145931,119,1.3334274952919
"gene-LOC134700976","NC_086373.1",5147893,5148011,119,1.3334274952919
"gene-LOC134700983","NC_086373.1",5148155,5148273,119,1.3334274952919
"gene-LOC134700990","NC_086373.1",5150235,5150353,119,1.3334274952919
"gene-LOC134700995","NC_086373.1",5150497,5150615,119,1.3334274952919
"gene-LOC134700998","NC_086373.1",5152577,5152695,119,1.3334274952919
"gene-LOC134701006","NC_086373.1",5152839,5152957,119,1.3334274952919
"gene-LOC134701013","NC_086373.1",5154919,5155037,119,1.3334274952919
"gene-LOC134701019","NC_086373.1",5155181,5155299,119,1.3334274952919
"gene-LOC134701034","NC_086373.1",5157261,5157379,119,1.3334274952919
"gene-LOC134701041","NC_086373.1",5157523,5157641,119,1.3334274952919
"gene-LOC134701048","NC_086373.1",5159603,5159721,119,1.3334274952919
"gene-LOC134701055","NC_086373.1",5159865,5159983,119,1.3334274952919
"gene-LOC134701060","NC_086373.1",5163785,5163903,119,1.3334274952919
"gene-LOC134701066","NC_086373.1",5164047,5164165,119,1.3334274952919
"gene-LOC134701073","NC_086373.1",5166126,5166244,119,1.3334274952919
"gene-LOC134701080","NC_086373.1",5166388,5166506,119,1.3334274952919
"gene-LOC134701087","NC_086373.1",5168468,5168586,119,1.3334274952919
"gene-LOC134701094","NC_086373.1",5168730,5168848,119,1.3334274952919
"gene-LOC134701109","NC_086373.1",5170810,5170928,119,1.3334274952919
"gene-LOC134701113","NC_086373.1",5171072,5171190,119,1.3334274952919
"gene-LOC134701117","NC_086373.1",5171334,5171452,119,1.3334274952919
"gene-LOC134701123","NC_086373.1",5173414,5173532,119,1.3334274952919
"gene-LOC134701130","NC_086373.1",5173676,5173794,119,1.3334274952919
"gene-LOC134701136","NC_086373.1",5175756,5175874,119,1.3334274952919
"gene-LOC134701142","NC_086373.1",5176018,5176136,119,1.3334274952919
"gene-LOC134701149","NC_086373.1",5178098,5178216,119,1.3334274952919
"gene-LOC134701154","NC_086373.1",5178360,5178478,119,1.3334274952919
"gene-LOC134701161","NC_086373.1",5180440,5180558,119,1.3334274952919
"gene-LOC134701174","NC_086373.1",5180702,5180820,119,1.3334274952919
"gene-LOC134701180","NC_086373.1",5182782,5182900,119,1.3334274952919
"gene-LOC134701189","NC_086373.1",5183044,5183162,119,1.3334274952919
"gene-LOC134701196","NC_086373.1",5185124,5185242,119,1.3334274952919
"gene-LOC134701202","NC_086373.1",5185386,5185504,119,1.3334274952919
"gene-LOC134702763","NC_086373.1",5187471,5187590,120,1.34182705340201
"gene-LOC134702694","NC_086373.1",5187734,5187853,120,1.34453781512605
"gene-LOC134701209","NC_086373.1",5191279,5191397,119,1.3334274952919
"gene-LOC134701216","NC_086373.1",5191542,5191660,119,1.3334274952919
"gene-LOC134701223","NC_086373.1",5193639,5193757,119,1.3334274952919
"gene-LOC134701230","NC_086373.1",5193902,5194020,119,1.3334274952919
"gene-LOC134701236","NC_086373.1",5195999,5196117,119,1.3334274952919
"gene-LOC134701251","NC_086373.1",5196262,5196380,119,1.3334274952919
"gene-LOC134712811","NC_086373.1",5200594,5260662,60069,0.427403342500995
"gene-LOC134706407","NC_086373.1",5266829,5269679,2851,0.901904713149636
"gene-LOC134712820","NC_086373.1",5271746,5284222,12477,0.764132553435028
"gene-LOC134712825","NC_086373.1",5292941,5326786,33846,0.429753058003673
"gene-LOC134712893","NC_086373.1",5346430,5366663,20234,0.84017168346328
"gene-LOC134706417","NC_086373.1",5353019,5360086,7068,0.81383448911315
"gene-LOC134712854","NC_086373.1",5366859,5388820,21962,0.734916034922686
"gene-LOC134712881","NC_086373.1",5388366,5412639,24274,0.407878691051623
"gene-LOC134712900","NC_086373.1",5415412,5444112,28701,0.348237439468692
"gene-LOC134712944","NC_086373.1",5456692,5494796,38105,0.378804133553146
"gene-LOC134713071","NC_086373.1",5500082,5507381,7300,0.343642727701822
"gene-LOC134713087","NC_086373.1",5518012,5543004,24993,0.437925714014235
"gene-LOC134713113","NC_086373.1",5550925,5572086,21162,0.54802738463649
"gene-LOC134713129","NC_086373.1",5572362,5599935,27574,0.587010879696439
"gene-LOC134713145","NC_086373.1",5616156,5655018,38863,0.441417294207267
"gene-LOC134706426","NC_086373.1",5668218,5683442,15225,1.00662768866098
"gene-LOC134713197","NC_086373.1",5704338,5721573,17236,0.341159293678071
"gene-LOC134713181","NC_086373.1",5721579,5731302,9724,0.326780917434439
"gene-LOC134713214","NC_086373.1",5733548,5736234,2687,0.850498456668508
"gene-LOC134713230","NC_086373.1",5737566,5749362,11797,0.652062255413893
"gene-LOC134713256","NC_086373.1",5769376,5775295,5920,0.835953987217991
"gene-LOC134713272","NC_086373.1",5799458,5967504,168047,0.306406726628913
"gene-LOC134706439","NC_086373.1",5969929,5971453,1525,0.700643092822764
"gene-LOC134706443","NC_086373.1",5972547,5976976,4430,0.823988884385793
"gene-LOC134713298","NC_086373.1",5981965,6015339,33375,0.198170219947473
"gene-LOC134706447","NC_086373.1",6024981,6026463,1483,0.836511456304771
"gene-LOC134699085","NC_086373.1",6028469,6030384,1916,0.816799211262713
"gene-LOC134713324","NC_086373.1",6033837,6038450,4614,0.300586206042901
"gene-LOC134713350","NC_086373.1",6050328,6062668,12341,0.679779599556665
"gene-LOC134706455","NC_086373.1",6068300,6071759,3460,0.984834234645603
"gene-LOC134706460","NC_086373.1",6119752,6137159,17408,0.868344204885167
"gene-LOC134706466","NC_086373.1",6149648,6151201,1554,1.08475803551797
"gene-LOC134713367","NC_086373.1",6194188,6264778,70591,0.559153453326649
"gene-LOC134713393","NC_086373.1",6204182,6211806,7625,0.976260176323371
"gene-LOC134706473","NC_086373.1",6278068,6280943,2876,0.392473077717857
"gene-LOC134699102","NC_086373.1",6332645,6336540,3896,0.501544434586797
"gene-LOC134699112","NC_086373.1",6352268,6409999,57732,0.899239584351616
"gene-LOC134706480","NC_086373.1",6460487,6461864,1378,0.956785120776577
"gene-LOC134706483","NC_086373.1",6531426,6591894,60469,0.829560119602789
"gene-LOC134699144","NC_086373.1",6723619,6731842,8224,0.646692352639786
"gene-LOC134713409","NC_086373.1",6747633,6765279,17647,0.459486616447494
"gene-LOC134713491","NC_086373.1",6770438,6780767,10330,0.21680480712843
"gene-LOC134713455","NC_086373.1",6783371,6822166,38796,0.420338477023124
"gene-LOC134713507","NC_086373.1",6791078,6794147,3070,0.533778171638583
"gene-LOC134713524","NC_086373.1",6828276,6846428,18153,0.47815350661564
"gene-LOC134713545","NC_086373.1",6846687,6849470,2784,0.484932800511464
"gene-LOC134713561","NC_086373.1",6852856,6861855,9000,0.716350993918496
"gene-LOC134713593","NC_086373.1",6868061,6876179,8119,0.443056975086085
"gene-LOC134713577","NC_086373.1",6876177,6888869,12693,0.248783326829045
"gene-LOC134713609","NC_086373.1",6891455,6903283,11829,0.263314145011677
"gene-LOC134706492","NC_086373.1",6907762,6909861,2100,0.759155101721479
"gene-LOC134713625","NC_086373.1",6912227,6915999,3773,0.931346506102054
"gene-LOC134713661","NC_086373.1",6930548,6933562,3015,0.806589733575365
"gene-LOC134713675","NC_086373.1",6968954,6998845,29892,0.355472840108689
"gene-LOC134713714","NC_086373.1",7013805,7016369,2565,0.703915862930699
"gene-LOC134713755","NC_086373.1",7020234,7026250,6017,0.978370611017843
"gene-LOC134713734","NC_086373.1",7052871,7057404,4534,0.5871034086556
"gene-LOC134699160","NC_086373.1",7052918,7054876,1959,0.544217828883862
"gene-LOC134713745","NC_086373.1",7058996,7061466,2471,0.790526409008248
"gene-LOC134706497","NC_086373.1",7107855,7116562,8708,0.708118697013652
"gene-LOC134713777","NC_086373.1",7139271,7173085,33815,0.951414786823583
"gene-LOC134713766","NC_086373.1",7172082,7175024,2943,0.730234276832053
"gene-LOC134713789","NC_086373.1",7212191,7215062,2872,0.666087138077017
"gene-LOC134713798","NC_086373.1",7276055,7278645,2591,0.719900121122173
"gene-LOC134713809","NC_086373.1",7292096,7294974,2879,0.633906710385602
"gene-LOC134713818","NC_086373.1",7327970,7338658,10689,0.778748678818941
"gene-LOC134713835","NC_086373.1",7341864,7366682,24819,0.741633863945696
"gene-LOC134713873","NC_086373.1",7375229,7385974,10746,0.654394857829617
"gene-LOC134713885","NC_086373.1",7386174,7394282,8109,0.247527958028867
"gene-LOC134713897","NC_086373.1",7397736,7407300,9565,0.363404978661782
"gene-LOC134713907","NC_086373.1",7409869,7416299,6431,0.322910198731328
"gene-LOC134713915","NC_086373.1",7422196,7438014,15819,0.380789655686072
"gene-LOC134713934","NC_086373.1",7438309,7448930,10622,0.35765321002938
"gene-LOC134713947","NC_086373.1",7451684,7491481,39798,0.26394247130161
"gene-LOC134713966","NC_086373.1",7491467,7512276,20810,0.368915651143169
"gene-LOC134713976","NC_086373.1",7517707,7546691,28985,0.537863339446384
"gene-LOC134713997","NC_086373.1",7546722,7555269,8548,0.330742312801756
"gene-LOC134714008","NC_086373.1",7556820,7563402,6583,0.633798825683664
"gene-LOC134714020","NC_086373.1",7573471,7612226,38756,0.306693135624996
"gene-LOC134714053","NC_086373.1",7612331,7652213,39883,0.231648457197815
"gene-LOC134714076","NC_086373.1",7654937,7663734,8798,0.391407631255454
"gene-LOC134714094","NC_086373.1",7672012,7679809,7798,0.719153719620012
"gene-LOC134706501","NC_086373.1",7673775,7676213,2439,0.446789538796702
"gene-LOC134714110","NC_086373.1",7681084,7719953,38870,0.49235150446838
"gene-LOC134714139","NC_086373.1",7721256,7727282,6027,0.354137491959989
"gene-LOC134714120","NC_086373.1",7727272,7749515,22244,0.751186158875263
"gene-LOC134714149","NC_086373.1",7755294,7777720,22427,0.91621050787531
"gene-LOC134706507","NC_086373.1",7789917,7793849,3933,0.772166928037144
"gene-LOC134699206","NC_086373.1",7813687,7814190,504,0.965059764264536
"gene-LOC134699213","NC_086373.1",7815594,7816766,1173,0.916637302831842
"gene-LOC134714174","NC_086373.1",7860020,7864277,4258,0.787578634869511
"gene-LOC134706514","NC_086373.1",7897037,7902191,5155,0.41657335146097
"gene-LOC134714184","NC_086373.1",7909412,7915061,5650,0.834039792731784
"gene-LOC134714192","NC_086373.1",7963305,7967286,3982,0.766925436720892
"gene-LOC134714203","NC_086373.1",7998621,8002694,4074,0.920518342727519
"gene-LOC134706520","NC_086373.1",8070796,8086035,15240,0.653858976285717
"gene-LOC134706531","NC_086373.1",8155533,8160564,5032,0.723800472268332
"gene-LOC134714213","NC_086373.1",8233112,8253101,19990,0.353140204174552
"gene-LOC134714261","NC_086373.1",8258337,8267040,8704,0.45761197772322
"gene-LOC134714272","NC_086373.1",8267227,8318135,50909,0.300691739996017
"gene-LOC134706540","NC_086373.1",8296375,8297943,1569,0.233457343904104
"gene-LOC134714337","NC_086373.1",8324900,8369645,44746,0.369280915252924
"gene-LOC134714353","NC_086373.1",8369790,8399539,29750,0.32275755577428
"gene-LOC134714372","NC_086373.1",8401623,8425349,23727,0.55541650947136
"gene-LOC134714383","NC_086373.1",8437462,8450858,13397,0.315345132109557
"gene-LOC134714403","NC_086373.1",8457197,8469879,12683,0.281287350423417
"gene-LOC134714392","NC_086373.1",8472558,8492466,19909,0.387644023528362
"gene-LOC134714416","NC_086373.1",8492546,8510892,18347,0.208557995356083
"gene-LOC134706552","NC_086373.1",8517700,8522884,5185,0.82159268514543
"gene-LOC134706562","NC_086373.1",8524067,8539084,15018,0.817122939818623
"gene-LOC134706567","NC_086373.1",8543115,8557311,14197,0.79947486490072
"gene-LOC134699222","NC_086373.1",8562094,8571120,9027,0.898602538775757
"gene-LOC134714432","NC_086373.1",8585989,8602118,16130,0.798625207728163
"gene-LOC134714449","NC_086373.1",8611367,8617242,5876,0.661638071512836
"gene-LOC134714456","NC_086373.1",8621942,8627705,5764,0.79364193391374
"gene-LOC134714461","NC_086373.1",8668793,8679537,10745,0.346368237900671
"gene-LOC134714467","NC_086373.1",8679738,8697231,17494,0.484456055783725
"gene-LOC134714504","NC_086373.1",8705323,8711474,6152,0.514367564177385
"gene-LOC134714479","NC_086373.1",8711622,8739062,27441,0.405942108988656
"gene-LOC134714515","NC_086373.1",8787049,8803124,16076,0.92702819881357
"gene-LOC134706574","NC_086373.1",8867600,8870295,2696,1.04284552590409
"gene-LOC134714530","NC_086373.1",8933084,8942965,9882,0.297360794386411
"gene-LOC134714555","NC_086373.1",8947531,8957458,9928,0.643060154952307
"gene-LOC134714539","NC_086373.1",8957310,8970010,12701,0.311374981272482
"gene-LOC134714548","NC_086373.1",8972178,8985901,13724,0.491524968233152
"gene-LOC134699234","NC_086373.1",9098022,9098609,588,0.608787290519393
"gene-LOC134699243","NC_086373.1",9144313,9145572,1260,0.41390331445839
"gene-LOC134699252","NC_086373.1",9148663,9149613,951,0.771267393436332
"gene-LOC134706578","NC_086373.1",9159132,9170789,11658,0.803042194870609
"gene-LOC134706587","NC_086373.1",9268095,9271018,2924,0.816684341968989
"gene-LOC134699264","NC_086373.1",9272377,9274706,2330,1.09086558247007
"gene-LOC134714563","NC_086373.1",9366008,9380095,14088,0.854959204844819
"gene-LOC134714581","NC_086373.1",9393716,9415795,22080,0.394584301945812
"gene-LOC134714603","NC_086373.1",9415793,9426607,10815,0.244898335625838
"gene-LOC134714571","NC_086373.1",9440687,9447047,6361,0.843680238014973
"gene-LOC134714608","NC_086373.1",9449378,9515376,65999,0.371200639502584
"gene-LOC134714627","NC_086373.1",9540208,9575096,34889,0.893413056505896
"gene-LOC134714635","NC_086373.1",9619905,9660167,40263,0.356367943763769
"gene-LOC134706594","NC_086373.1",9621288,9622911,1624,0.607167349781671
"gene-LOC134714663","NC_086373.1",9665303,9683240,17938,0.534907089002952
"gene-LOC134714675","NC_086373.1",9686380,9700280,13901,0.411151751489371
"gene-LOC134714706","NC_086373.1",9721067,9777822,56756,0.438232321719757
"gene-LOC134714670","NC_086373.1",9760514,9765497,4984,0.81616173496213
"gene-LOC134714716","NC_086373.1",9785988,9787320,1333,0.541581501373168
"gene-LOC134714727","NC_086373.1",9789923,9792699,2777,0.570775998597043
"gene-LOC134714750","NC_086373.1",9801381,9830284,28904,0.372388173057946
"gene-LOC134714734","NC_086373.1",9815148,9821877,6730,0.246882341131547
"gene-LOC134714757","NC_086373.1",9880409,9885613,5205,1.07991719571978
"gene-LOC134699276","NC_086373.1",9887264,9893973,6710,0.8727424278129
"gene-LOC134699287","NC_086373.1",9901049,9906722,5674,0.981486942740962
"gene-LOC134714761","NC_086373.1",9916772,9921393,4622,0.843481458197943
"gene-LOC134714770","NC_086373.1",9923681,9929388,5708,0.950470352988165
"gene-LOC134714772","NC_086373.1",9942668,9946057,3390,0.847880516924523
"gene-LOC134714777","NC_086373.1",9951742,9980074,28333,0.783757415773839
"gene-LOC134714794","NC_086373.1",9981438,9993853,12416,0.847214148225711
"gene-LOC134714801","NC_086373.1",10006308,10026380,20073,0.767312123542177
"gene-LOC134714809","NC_086373.1",10030970,10041415,10446,0.490300806170515
"gene-LOC134706599","NC_086373.1",10045827,10057677,11851,0.807736103340126
"gene-LOC134714823","NC_086373.1",10063704,10077799,14096,0.352731230351591
"gene-LOC134714835","NC_086373.1",10077789,10092175,14387,0.532370248530241
"gene-LOC134706611","NC_086373.1",10095859,10102370,6512,0.604724160515704
"gene-LOC134680591","NC_086373.1",10103249,10106211,2963,0.305213060894295
"gene-LOC134714836","NC_086373.1",10106603,10122164,15562,0.372759816087549
"gene-LOC134714843","NC_086373.1",10123786,10147989,24204,0.359024074865583
"gene-LOC134714860","NC_086373.1",10151631,10161807,10177,0.767893910168771
"gene-LOC134714867","NC_086373.1",10167319,10178827,11509,0.805318419371679
"gene-LOC134714886","NC_086373.1",10184351,10200583,16233,0.185274739545444
"gene-LOC134714878","NC_086373.1",10200646,10262760,62115,0.388204585893949
"gene-Trnap-agg","NC_086373.1",10287428,10287499,72,1.05164319248826
"gene-Trnap-ugg","NC_086373.1",10287833,10287904,72,1.05164319248826
"gene-Trnav-cac","NC_086373.1",10288439,10288511,73,1.17749368686869
"gene-Trnap-agg-2","NC_086373.1",10288842,10288913,72,1.05164319248826
"gene-Trnap-ugg-2","NC_086373.1",10289247,10289318,72,1.05164319248826
